pc,variance,mean_power,power_se,power_over_variance
1.850000000000000000e+02,3.083871230698201416e+01,2.542350900125501578e+00,2.007622640294029759e-01,8.244024182390724542e-02
1.860000000000000000e+02,3.076124051277366434e+01,2.947498509748483819e+00,3.438852720456234691e-01,9.581858405627462216e-02
1.870000000000000000e+02,3.055124602664686861e+01,3.074256011198759353e+00,3.705742387481342215e-01,1.006262071444610218e-01
1.880000000000000000e+02,3.039959940320565934e+01,2.553851089815290631e+00,3.135007228384384392e-01,8.400936656902081856e-02
1.890000000000000000e+02,3.029849452336574700e+01,2.816972302277233275e+00,2.625942106562549339e-01,9.297400239159823998e-02
1.900000000000000000e+02,3.018567532095179118e+01,2.931769331720151861e+00,3.235926573954127639e-01,9.712452348830569182e-02
1.910000000000000000e+02,3.012094692220003722e+01,3.060260872630752083e+00,3.787974751854589206e-01,1.015990925031393516e-01
1.920000000000000000e+02,3.001703434382974578e+01,2.768662304630947979e+00,2.159757828062443819e-01,9.223637061934034098e-02
1.930000000000000000e+02,2.994238965025856913e+01,2.865186635840458962e+00,3.188298358091102847e-01,9.568997896651566804e-02
1.940000000000000000e+02,2.982174340608641572e+01,2.944036227859772481e+00,3.311656229410759322e-01,9.872113067872868852e-02
1.950000000000000000e+02,2.975495490489257122e+01,2.790353073852827936e+00,2.420977186361049360e-01,9.377776181384880894e-02
1.960000000000000000e+02,2.968891232889907528e+01,3.049991543892714319e+00,3.637117079811220677e-01,1.027316699953289975e-01
1.970000000000000000e+02,2.963290574752390683e+01,3.100749621604905748e+00,4.545404086787265818e-01,1.046387299316403063e-01
1.980000000000000000e+02,2.948906064372288327e+01,3.625852764280201423e+00,5.731505224357360539e-01,1.229558583803858768e-01
1.990000000000000000e+02,2.925047398403340893e+01,2.768784711796612896e+00,2.115036198521949851e-01,9.465777249654055980e-02
2.000000000000000000e+02,2.916773471956578945e+01,3.229376665225494492e+00,3.013433047467767301e-01,1.107174313080686590e-01
2.010000000000000000e+02,2.911661896989478748e+01,2.936126061295776246e+00,2.864862411766893602e-01,1.008402130869519020e-01
2.020000000000000000e+02,2.902571261817223558e+01,2.555596631698021870e+00,1.431855559200510830e-01,8.804595653916968967e-02
2.030000000000000000e+02,2.884043235988182374e+01,2.589477346154137827e+00,2.376811492608515430e-01,8.978635666212142485e-02
2.040000000000000000e+02,2.869542019029295687e+01,3.027472315808539260e+00,4.935475913551373717e-01,1.055036760476735641e-01
2.050000000000000000e+02,2.852744467963623975e+01,2.617665051282663136e+00,1.941564379777446780e-01,9.175953474554390810e-02
2.060000000000000000e+02,2.831284538275669860e+01,2.809589821828760492e+00,4.021063731537323771e-01,9.923375004689136136e-02
2.070000000000000000e+02,2.829591775174668200e+01,2.804358866486972524e+00,2.828241245150858174e-01,9.910824915066986096e-02
2.080000000000000000e+02,2.813913434054666496e+01,2.978020169766958158e+00,3.468884839902206529e-01,1.058319752742295505e-01
2.090000000000000000e+02,2.811395577947209290e+01,2.666081043042815679e+00,1.849909688074474756e-01,9.483123129152469521e-02
2.100000000000000000e+02,2.802783994828462610e+01,2.672731842675516667e+00,2.290038717079769248e-01,9.535989386292662018e-02
2.110000000000000000e+02,2.800056989134453289e+01,3.054414322818423511e+00,2.550877660690166748e-01,1.090840055995644792e-01
2.120000000000000000e+02,2.786719480751831668e+01,3.196240745372850522e+00,3.582752953328911527e-01,1.146954606464563736e-01
2.130000000000000000e+02,2.777567553767282149e+01,2.718376632831810191e+00,3.296642885314126636e-01,9.786896556826529814e-02
2.140000000000000000e+02,2.760108320956952710e+01,2.843239854502361830e+00,3.906803069420360930e-01,1.030118938780122534e-01
2.150000000000000000e+02,2.746521493714223183e+01,2.466634600874893835e+00,3.084900863819658445e-01,8.980940460579364681e-02
2.160000000000000000e+02,2.728886137041222781e+01,2.936873831294400716e+00,4.131679782929537637e-01,1.076217065794722871e-01
2.170000000000000000e+02,2.717015941880957897e+01,2.849510471456526695e+00,3.065037957653594103e-01,1.048764722920191711e-01
2.180000000000000000e+02,2.709387010277355401e+01,2.258165078357816213e+00,2.261652990732244684e-01,8.334597714509052457e-02
2.190000000000000000e+02,2.699960515764347235e+01,2.613936631987498593e+00,2.388064584534423385e-01,9.681388363738735459e-02
2.200000000000000000e+02,2.690729781102356810e+01,2.504915533593357502e+00,2.557902811633365192e-01,9.309428063665041442e-02
2.210000000000000000e+02,2.686572649879813923e+01,2.410409517378449440e+00,2.101956566763376888e-01,8.972061550192142465e-02
2.220000000000000000e+02,2.678573469886012504e+01,2.626573189193258884e+00,1.846133993075911306e-01,9.805865766694961405e-02
2.230000000000000000e+02,2.656514712685098445e+01,2.596289396846726216e+00,2.118176184272281548e-01,9.773291992132432382e-02
2.240000000000000000e+02,2.645723833843049988e+01,2.726434096300097920e+00,2.830421633079583388e-01,1.030505928632699381e-01
2.250000000000000000e+02,2.637403401116881696e+01,2.828320879905672935e+00,3.092443854518212021e-01,1.072388425186659722e-01
2.260000000000000000e+02,2.627859323885947518e+01,2.482512278817146090e+00,2.535737738376088179e-01,9.446899444929687806e-02
2.270000000000000000e+02,2.619031564465509376e+01,2.285725916228836141e+00,2.153259678390018195e-01,8.727370632874774381e-02
2.280000000000000000e+02,2.614489855669400598e+01,2.444797029091147600e+00,2.049794058796818585e-01,9.350952438349370566e-02
2.290000000000000000e+02,2.610465842597887942e+01,2.404378173488263215e+00,2.306039376671030483e-01,9.210532979414394472e-02
2.300000000000000000e+02,2.602038454108268795e+01,2.441472112078698409e+00,2.738536828264126477e-01,9.382920948858163024e-02
2.310000000000000000e+02,2.590924376801904572e+01,2.308414952632393824e+00,3.039342032370714319e-01,8.909619181868114191e-02
